followers,engagement_rate,past_interactions,content_sentiment,posting_hour,account_age_days,num_hashtags,has_media,is_reply,impressions,is_viral
10530,0.0422,613,0.8228,18,3670,2,1,0,18035,0
153,0.057,8,-0.42,11,1073,2,1,0,209,0
32722,0.0428,1574,0.2424,11,187,0,1,0,56499,0
8028,0.0366,291,-0.0171,11,586,1,0,0,12395,0
12881,0.0387,684,0.6597,10,2369,2,1,0,12615,0
785,0.0545,44,0.6434,9,425,0,1,0,609,0
1380,0.0461,62,-0.2457,16,294,3,0,0,422,0
137,0.067,13,0.3338,10,950,1,0,1,19,0
703,0.0725,62,0.278,7,1284,0,1,0,348,0
4396,0.0389,104,-0.4016,12,425,4,1,0,1614,0
18637,0.024,303,0.0863,21,365,1,0,0,15837,0
246,0.0379,12,0.713,9,1054,2,0,0,255,0
936,0.0511,63,0.3967,17,215,1,0,0,1482,0
1376,0.0445,63,0.5616,9,388,1,1,1,754,0
146,0.0621,9,0.1347,11,589,3,0,0,71,0
5241,0.0471,279,0.4424,14,1392,4,0,0,3886,0
491,0.0392,18,0.1089,11,433,4,0,0,174,0
1271,0.0333,49,0.5322,12,1168,5,1,0,4464,1
801,0.0562,27,0.4209,10,2134,2,0,1,223,0
436,0.057,36,0.4957,19,400,4,1,1,198,0
1785,0.0458,102,0.2513,21,5000,1,1,0,2545,0
1226,0.035,48,0.5315,11,2750,1,1,0,3921,1
925,0.0574,43,0.2085,11,873,3,1,0,2663,1
487,0.068,21,0.2893,18,554,2,1,0,1370,1
3213,0.0505,147,0.6773,9,381,2,0,0,2373,0
35472,0.0296,1220,0.1289,9,3502,1,0,0,99440,1
2325,0.0494,130,0.5352,10,820,2,1,0,4218,1
10861,0.0292,279,0.1886,16,157,3,0,0,4944,0
148,0.0706,11,0.0322,11,120,0,1,0,161,0
2401,0.0497,156,0.5482,14,744,2,0,1,1263,0
250,0.0402,5,0.2405,8,760,0,1,0,351,0
126,0.0576,6,0.6521,10,265,3,1,1,81,0
477,0.06,35,0.0525,18,146,2,0,1,190,0
15450,0.0381,615,0.2645,19,93,4,1,0,10825,0
9996,0.0404,465,0.3106,7,311,2,1,0,24413,1
2800,0.036,102,-0.1699,10,462,2,1,1,1438,0
114,0.0667,11,0.4636,12,1328,4,0,0,231,1
1269,0.0449,31,0.2966,19,583,1,1,0,3501,1
3112,0.0263,80,0.4164,10,1927,1,1,1,2693,0
2479,0.045,66,0.5644,20,1218,2,1,0,7862,1
65,0.0731,3,0.6212,21,1111,3,1,0,84,0
364,0.0525,16,-0.1882,6,1770,4,1,0,468,0
1611,0.0678,71,-0.2811,16,166,0,0,0,1025,0
4747,0.0504,350,0.1272,10,389,0,1,0,10356,1
50,0.0677,4,0.3982,19,5000,3,1,1,40,0
1350,0.0499,56,0.2654,10,98,3,1,0,2620,1
2339,0.0483,128,-0.2279,10,493,2,0,0,6766,1
8344,0.0412,355,0.6242,18,1070,1,1,1,7510,0
6292,0.042,347,0.2199,18,101,3,0,1,866,0
5159,0.0511,297,0.2895,12,313,4,1,0,4143,0
428,0.0464,9,-0.0409,18,4895,2,0,0,355,0
58,0.0529,3,-0.2862,19,788,3,1,0,192,1
891,0.0416,46,-0.0844,10,374,1,1,0,869,0
10970,0.0632,700,-0.0111,18,820,0,0,0,14743,0
22208,0.0453,1410,0.4037,17,373,2,0,1,2282,0
6496,0.0479,438,0.3043,19,3686,2,0,1,2392,0
3915,0.0363,145,0.1696,17,246,1,1,1,349,0
3580,0.0535,212,0.4104,19,394,0,1,0,3720,0
664,0.0528,52,0.5549,11,149,2,0,0,549,0
1430,0.0531,60,0.5614,11,494,2,1,0,1025,0
36472,0.0282,848,0.4061,19,558,3,1,1,33363,0
331,0.0584,13,0.5048,11,2198,2,0,0,272,0
33077,0.0341,1576,0.5433,10,240,2,1,0,89658,1
1012,0.0447,56,0.4491,18,1078,1,1,1,148,0
19648,0.0478,568,-0.0474,7,725,1,0,0,25848,0
143,0.0447,9,0.4871,20,100,5,0,0,113,0
5190,0.0514,328,0.2698,9,322,5,1,1,1795,0
480,0.0621,40,0.3857,21,309,1,1,0,449,0
141,0.0514,3,0.1055,15,3579,1,1,1,32,0
2679,0.0402,108,0.3721,20,1147,3,1,0,2572,0
11126,0.0405,540,0.2205,22,768,5,0,0,2234,0
395,0.0589,24,0.4211,9,30,3,1,0,189,0
121,0.0593,8,0.4905,10,98,2,1,1,72,0
1532,0.055,111,0.2388,7,1377,6,1,1,229,0
1544,0.0683,92,-0.1644,20,1453,1,1,0,4689,1
4851,0.041,268,0.2269,16,316,1,1,0,4847,0
9989,0.026,172,-0.2841,10,683,2,1,0,15673,0
1624,0.0587,73,0.5207,10,636,0,0,0,686,0
51016,0.0535,1482,0.711,11,787,3,1,0,52870,0
2707,0.0523,122,0.4882,17,458,0,1,1,273,0
969,0.0416,35,0.2219,8,1503,2,1,0,380,0
99,0.0603,7,0.4951,17,2010,5,0,1,16,0
1126,0.0407,52,0.2441,7,254,2,1,0,540,0
986,0.0588,54,0.2731,20,201,1,1,0,630,0
10183,0.0296,346,0.3729,17,300,6,1,0,7721,0
4156,0.0437,100,0.3227,20,698,3,0,1,744,0
216,0.0484,7,-0.0957,11,949,4,1,0,418,1
2465,0.05,138,0.57,8,1463,0,1,0,2662,0
6055,0.0415,286,0.7999,11,1757,3,1,1,4412,0
28295,0.0408,1469,0.1267,9,955,3,1,0,41975,0
8932,0.0438,353,0.8124,7,836,2,1,0,18954,1
7111,0.0347,301,0.8999,18,3459,4,0,0,15587,1
2014,0.0558,133,0.4595,13,668,1,0,1,364,0
3637,0.0467,248,-0.0514,22,1199,3,0,0,1664,0
17138,0.0311,381,0.5141,9,916,4,0,0,15708,0
164,0.082,14,0.1091,11,559,4,1,0,211,0
963,0.0573,60,0.2089,19,563,2,1,0,1758,1
450,0.054,36,0.1738,11,2494,2,0,0,617,0
3577,0.0614,154,-0.0415,17,607,2,1,1,663,0
16554,0.0596,1008,-0.2616,10,467,0,0,0,23272,0
617,0.0528,27,-0.4584,17,318,0,0,0,377,0
50,0.0677,3,0.0092,19,1014,2,1,1,28,0
860,0.0431,27,0.3717,19,398,0,0,1,64,0
9360,0.042,215,0.334,20,926,0,1,0,8648,0
4758,0.0441,225,0.3789,9,794,2,1,1,3511,0
3907,0.0488,159,0.1667,9,433,0,0,0,3824,0
1092,0.0553,41,-0.1921,19,164,5,1,1,239,0
180,0.0648,9,0.4283,11,237,1,1,1,51,0
4571,0.0487,122,0.6416,10,278,0,1,0,7137,0
402,0.0439,25,0.2206,19,243,4,1,0,1711,1
92168,0.0249,2480,-0.1459,9,1048,1,1,0,47164,0
5048,0.0404,268,0.409,19,5000,5,0,0,3437,0
635,0.0514,30,0.7564,20,399,0,0,0,353,0
601,0.0649,54,-0.3396,9,452,2,0,1,447,0
1529,0.039,58,0.8303,18,370,1,1,0,4480,1
1174,0.0481,60,-0.5183,18,1568,3,1,0,1211,0
13498,0.0515,689,0.7184,19,1018,2,1,1,9480,0
2528,0.0457,142,-0.1701,20,654,0,0,0,1114,0
484,0.0599,30,0.2577,16,197,1,1,1,239,0
54327,0.035,1466,0.1896,18,252,5,1,0,47374,0
1975,0.0522,66,-0.1395,17,792,3,1,1,417,0
7214,0.0422,336,0.2415,17,831,6,1,1,917,0
604,0.061,36,-0.0282,9,654,2,0,0,572,0
3475,0.0319,66,0.6353,13,1293,2,1,1,533,0
3165,0.0441,125,-0.2021,19,195,1,0,0,3253,0
60,0.0665,4,0.5622,17,901,1,0,0,48,0
68015,0.0408,3684,0.5602,18,852,1,0,0,39909,0
18456,0.0556,591,0.2715,7,255,3,1,0,19199,0
884,0.0489,36,0.3141,12,363,2,1,1,324,0
248,0.0727,23,0.5459,18,1330,3,0,0,220,0
3379,0.0409,158,0.7519,9,213,2,0,0,3609,0
2113,0.0627,104,0.4569,21,5000,4,0,0,982,0
3429,0.0556,256,0.011,8,1159,2,1,0,2108,0
2552,0.0395,100,0.0758,8,628,0,1,0,1590,0
4497,0.0494,221,-0.0207,10,516,2,1,0,5648,0
24468,0.0391,1411,0.1741,17,1462,3,1,0,19496,0
5027,0.0522,379,0.4388,15,440,1,1,0,3496,0
273,0.0553,12,0.5717,10,459,5,0,1,51,0
21007,0.0371,499,0.0013,17,2842,2,1,0,30630,0
34651,0.0519,1484,0.0198,12,415,1,1,0,39893,0
526339,0.0263,7348,0.3672,10,762,3,1,0,643271,0
239,0.0663,8,-0.1424,18,310,1,1,0,793,1
2799,0.046,115,0.0332,22,861,0,1,0,2243,0
50,0.0809,5,0.0379,8,1188,2,0,1,22,0
4893,0.0392,263,0.6169,12,3579,3,0,0,5114,0
674,0.0478,32,0.2552,18,260,6,1,1,135,0
57653,0.0514,3156,0.2879,9,156,2,0,1,9300,0
448,0.0511,11,0.6651,19,509,1,1,0,641,0
86,0.0781,4,0.0043,18,358,1,0,1,16,0
774,0.0623,25,0.1579,21,654,3,1,1,229,0
51,0.0626,4,0.3492,9,1121,2,1,0,53,0
6988,0.0265,119,-0.0807,18,5000,2,1,0,15124,1
50,0.0641,4,-0.2092,16,423,4,1,0,25,0
1903,0.0508,110,-0.0105,19,72,3,1,0,7582,1
50,0.0759,2,-0.1177,9,524,1,0,0,60,0
1015,0.0682,45,0.309,22,944,1,1,0,1284,0
34824,0.0313,1229,0.5774,21,252,6,1,0,30405,0
3460,0.0554,268,0.1393,22,840,1,0,0,3492,0
382,0.0639,29,0.5269,18,763,1,0,0,514,0
1709,0.061,88,0.092,10,862,1,1,0,2184,0
1867,0.0549,111,-0.1649,11,1467,0,1,0,1038,0
4233,0.0272,93,0.055,20,612,3,0,0,3428,0
154,0.0583,13,0.1631,17,1150,1,0,0,124,0
5253,0.0342,224,-0.1201,19,110,2,0,0,2266,0
50,0.0622,3,0.8715,9,254,0,1,0,148,1
581,0.0643,34,-0.2618,11,472,1,1,0,905,0
750,0.0566,47,0.1005,9,243,1,1,0,1383,1
5653,0.0569,270,0.5648,20,669,4,1,0,8255,0
1883,0.0533,53,0.0625,10,471,0,0,0,1067,0
144,0.0471,6,0.4299,9,421,0,0,0,173,0
307,0.0319,13,-0.2163,12,1609,3,0,0,109,0
2585,0.0501,145,-0.0948,8,723,1,1,0,947,0
1568,0.0484,44,0.3672,16,225,3,1,1,135,0
637,0.0444,39,0.2554,9,363,2,0,0,590,0
760,0.0365,21,0.2021,18,1412,1,0,0,1016,0
6330,0.0376,177,0.0174,22,812,1,1,0,3565,0
712,0.0518,29,0.0473,8,2199,0,0,1,159,0
1542,0.0573,95,0.3845,10,1550,0,1,0,1518,0
89849,0.0363,3403,0.6843,12,450,1,1,0,48576,0
139,0.0763,10,0.4304,17,2794,2,1,1,65,0
64,0.0529,4,0.7734,10,3034,2,1,0,238,1
7409,0.0532,321,0.5138,11,111,2,1,0,7902,0
532,0.0554,37,0.4054,9,686,1,0,0,400,0
1019,0.0592,40,0.1099,21,383,3,0,0,605,0
443,0.0513,29,0.3578,10,512,3,1,1,297,0
1132,0.0626,82,-0.3205,14,294,0,0,0,763,0
32124,0.0414,1575,-0.283,10,259,2,1,1,12811,0
7660,0.0374,281,0.6046,10,1637,3,0,0,9904,0
8535,0.0437,434,-0.1319,22,206,3,1,0,14739,0
141,0.0578,4,0.3667,10,730,0,1,0,218,0
227,0.0632,19,0.7018,16,172,4,0,1,18,0
50,0.0525,1,-0.0226,16,2367,3,0,0,80,0
421,0.0555,15,0.5182,21,685,3,1,1,229,0
10117,0.0471,512,0.2044,10,1401,3,0,0,5011,0
4584,0.0466,264,0.5226,20,808,3,1,0,8871,1
1213,0.0651,45,0.2876,19,516,2,0,1,369,0
1736,0.0579,142,0.6293,20,712,2,0,0,3879,1
523,0.0549,42,0.3926,8,3002,3,1,0,708,0
2613,0.0507,146,-0.4136,18,271,2,0,0,3431,0
7176,0.0474,334,0.3282,18,51,1,1,0,14423,1
98,0.0657,7,0.1535,8,302,3,1,0,187,1
3100,0.0296,75,-0.3985,10,198,3,1,0,11174,1
9685,0.0403,387,0.7788,21,1751,2,0,0,10950,0
856,0.0381,46,0.0487,20,557,2,1,0,797,0
6382,0.0577,536,0.5354,19,1521,1,1,1,2034,0
286753,0.0291,11918,0.266,9,686,0,0,0,60347,0
1498,0.0488,55,-0.5894,8,670,6,0,0,447,0
3670,0.0561,150,0.4052,17,783,3,0,0,1043,0
478,0.0595,22,0.6618,15,2922,6,0,0,253,0
2505,0.0374,88,0.4537,18,801,1,1,0,6009,1
4140,0.046,154,0.0871,19,2016,3,0,1,1344,0
2567,0.0452,101,0.3368,16,1891,3,0,0,2168,0
288,0.0399,12,0.6255,11,564,2,0,0,319,0
2621,0.0416,137,0.1574,19,617,1,1,1,1498,0
25133,0.0376,1168,0.3039,7,455,0,1,0,14958,0
4054,0.0456,243,0.4914,20,2399,2,1,0,4772,0
10214,0.0283,153,-0.3399,17,259,1,0,1,2898,0
1180,0.0632,40,0.0391,18,322,1,1,1,433,0
6973,0.0436,391,-0.3605,9,504,1,1,1,3610,0
2988,0.0484,149,0.3894,12,210,1,0,0,4110,0
326,0.0608,21,0.6379,16,368,4,0,0,163,0
3207,0.0398,70,0.6891,20,2071,2,1,1,1665,0
303,0.0617,14,-0.049,10,1275,6,1,1,202,0
578,0.0509,33,0.2171,16,436,0,0,0,152,0
2542,0.0397,137,0.7282,16,1484,3,1,0,3595,0
3087,0.0536,234,0.2336,12,5000,2,0,1,449,0
212,0.0735,15,-0.0268,12,909,0,0,0,94,0
12054,0.0497,625,0.0254,10,2752,2,0,0,14517,0
5062,0.0551,371,0.5935,17,1558,1,1,0,4527,0
508,0.0499,26,0.4129,12,495,1,1,0,212,0
113,0.0451,5,-0.0835,10,810,1,0,1,16,0
1392,0.0659,128,0.6191,20,1125,1,1,0,2827,1
810,0.0738,77,0.0851,10,315,1,0,0,1264,0
2216,0.0646,201,0.3176,18,48,1,1,0,2301,0
940,0.0493,33,0.4326,18,288,4,0,0,1717,1
50,0.0527,2,0.587,19,76,4,1,0,79,0
898,0.0421,50,0.3621,9,313,0,1,0,977,0
1043,0.0354,22,-0.3042,9,120,2,0,0,587,0
5656,0.0444,324,-0.4366,10,1603,1,0,0,10113,0
514,0.0711,24,0.5403,8,203,0,0,0,154,0
37108,0.0365,1771,0.3194,15,1146,3,1,0,46071,0
57,0.0668,4,0.6392,16,1431,1,1,0,44,0
19150,0.0543,721,0.3548,20,1341,1,0,0,16659,0
1207,0.0476,55,0.5753,18,102,5,1,0,746,0
8495,0.0642,644,-0.3912,11,2043,0,0,0,2920,0
2087,0.0693,164,0.4839,17,1012,3,0,0,3204,0
14061,0.0405,527,0.3961,19,1486,5,0,0,23774,0
900,0.047,59,0.365,17,4145,2,1,0,263,0
250,0.0649,16,0.6318,6,1471,2,0,0,132,0
23316,0.0363,851,0.192,10,203,2,1,0,42224,1
1473,0.0393,32,-0.2442,11,1278,2,1,0,4369,1
2694,0.0612,234,0.0482,16,147,2,1,0,1880,0
16689,0.0533,602,-0.0113,9,624,1,1,0,29825,0
282,0.059,17,0.4049,10,402,4,0,0,173,0
5281,0.0331,227,0.4271,10,671,3,1,1,2398,0
625,0.0419,18,0.6465,18,147,1,1,1,233,0
1425,0.052,76,-0.0282,9,164,1,1,0,4133,1
2059,0.0445,67,0.4595,13,424,2,0,0,583,0
121,0.0574,8,-0.0268,11,532,2,1,1,46,0
445,0.0658,31,0.0809,20,434,1,1,0,523,0
20577,0.0476,1328,0.3659,9,2836,1,1,0,18982,0
8911,0.0574,713,0.6305,9,1016,4,1,1,2226,0
1615,0.0405,75,0.326,9,988,3,1,0,4687,1
2800,0.0448,153,0.4429,8,453,2,0,0,330,0
1064,0.0597,66,0.2897,9,165,0,0,0,622,0
20782,0.0447,821,0.4629,19,662,3,1,0,29086,0
1260,0.0668,96,0.3602,9,4053,3,0,0,1714,0
2744,0.0525,203,0.2761,10,832,2,1,1,1939,0
14226,0.0602,785,0.073,10,2024,4,0,0,8928,0
446,0.061,22,0.8238,10,2297,1,1,0,579,0
29906,0.0494,1312,0.0897,21,1163,3,1,0,28240,0
115,0.0578,6,0.3567,10,829,4,0,0,81,0
33974,0.0384,748,0.6873,9,247,4,0,1,9959,0
924,0.0618,57,-0.2088,12,539,3,1,0,1441,0
1168,0.0679,78,0.0087,7,463,0,1,1,484,0
60,0.0708,4,0.2763,7,925,2,0,1,18,0
797,0.0524,36,0.4188,11,161,2,1,1,593,0
278,0.0712,22,0.2289,7,388,2,1,0,929,1
605,0.0325,27,0.0703,9,996,2,0,1,229,0
1412,0.0368,75,0.1203,17,329,2,1,0,906,0
10137,0.0499,548,-0.1217,11,266,3,1,0,12980,0
2627,0.0486,69,0.4004,10,301,1,0,0,1852,0
3145,0.0538,248,0.5317,22,506,2,1,0,4697,0
251,0.0585,17,0.5159,10,61,2,0,0,171,0
370,0.062,19,0.2002,13,315,2,0,1,70,0
46060,0.0289,861,-0.1581,17,1724,5,1,1,2731,0
481,0.061,18,0.0138,10,919,2,1,0,542,0
35638,0.048,1142,0.2685,10,1012,1,0,0,31342,0
1167,0.064,40,0.5469,11,106,2,1,0,5772,1
1815,0.0701,178,0.2179,17,439,1,0,0,1159,0
12414,0.0447,577,0.2809,17,592,1,1,0,5423,0
17843,0.0436,933,0.466,18,1058,3,1,1,9470,0
1481,0.0356,69,0.721,16,2020,3,0,0,1308,0
898,0.0475,55,-0.0481,9,1728,1,0,1,187,0
1634,0.0485,109,-0.057,7,370,4,0,0,596,0
3322,0.0581,283,0.1655,10,378,2,1,0,4775,0
8994,0.0375,316,0.1217,9,2729,3,1,1,4260,0
1821,0.0579,153,0.3758,15,464,1,1,0,3186,0
5508,0.0455,306,-0.2717,18,225,2,1,1,1347,0
34511,0.0364,717,-0.2522,18,540,3,0,0,52270,0
3591,0.0497,211,0.4202,9,2564,0,0,0,2945,0
3168,0.0438,164,0.1908,11,269,2,0,0,4637,0
117,0.0566,9,0.5222,21,433,1,1,0,77,0
50,0.0472,2,-0.291,6,280,2,1,1,10,0
3637,0.0447,176,0.2214,8,1730,0,1,0,1525,0
1524,0.0459,35,0.162,18,887,3,0,0,2069,0
715,0.0485,28,0.7084,9,1678,5,0,1,124,0
2802,0.0524,82,0.1352,9,3181,5,0,0,3548,0
1621,0.057,94,-0.0294,16,146,1,0,0,778,0
13766,0.0442,801,0.6432,19,311,3,0,0,15042,0
2111,0.0593,88,-0.1799,8,431,5,0,0,701,0
471,0.0611,29,0.7633,18,712,1,0,0,1521,1
10746,0.0399,302,-0.3378,17,1103,0,1,1,983,0
1223,0.0469,35,0.4193,17,406,4,0,0,692,0
4664,0.0493,232,0.4696,8,332,0,1,0,7388,0
765,0.0592,26,0.2449,14,1731,3,0,1,186,0
561,0.0687,41,0.6487,8,1148,3,0,0,271,0
2103,0.0613,68,0.0339,18,912,1,0,0,1464,0
1850,0.0445,49,0.5181,17,77,1,0,0,977,0
4288,0.0455,204,0.104,9,2223,1,0,0,2955,0
1114,0.0586,71,-0.4088,20,799,1,0,0,474,0
66,0.0739,2,-0.2529,10,565,2,0,0,38,0
829,0.0625,55,0.8009,9,293,4,0,1,397,0
7546,0.0436,440,0.8559,16,353,2,1,0,14285,1
1058,0.0396,51,0.3641,10,272,3,1,0,2978,1
1160,0.0418,30,0.5157,16,90,2,1,1,218,0
10673,0.0456,531,-0.1485,19,293,2,1,0,31736,1
501,0.0585,34,0.4653,8,134,2,1,0,462,0
112,0.0501,3,0.498,20,626,1,0,0,101,0
1354,0.0516,94,0.1438,7,210,2,0,0,1053,0
756,0.0598,63,0.3314,18,1380,1,1,0,1369,1
317,0.0454,19,0.185,7,125,1,0,0,334,0
1318,0.0623,108,0.2591,11,2196,2,1,0,3365,1
4379,0.0427,232,0.5895,10,1535,2,0,1,1332,0
1778,0.0626,126,0.4967,17,229,2,0,1,1056,0
3141,0.0425,157,0.4337,8,605,0,0,0,5014,0
47293,0.0267,1648,0.9219,15,283,1,1,0,57580,0
975,0.0479,54,0.4628,7,1186,2,1,1,531,0
2984,0.047,116,-0.0569,11,4023,2,0,1,337,0
723,0.0498,31,-0.1771,19,2166,3,1,1,217,0
394,0.0539,29,0.2833,11,334,5,1,1,161,0
630,0.0576,18,0.0891,8,745,5,1,0,215,0
763,0.0517,47,0.1411,6,3048,2,0,0,517,0
3453,0.0467,234,0.6634,9,1123,1,1,1,2729,0
124037,0.016,2393,0.5067,10,1826,3,0,0,110544,0
498,0.0591,43,0.1715,8,1275,4,0,0,80,0
854,0.0521,52,0.0049,18,717,7,0,1,597,0
1613,0.0666,57,0.2469,19,620,4,1,0,4438,1
3686,0.0378,184,0.1097,10,198,0,0,0,2415,0
2905,0.03,68,-0.4349,10,309,0,1,0,2032,0
18240,0.0469,809,0.109,18,269,2,1,0,8794,0
50,0.0677,2,0.1534,18,468,4,1,0,95,1
50,0.0542,2,0.5664,15,734,1,1,0,51,0
740,0.0383,26,0.658,15,597,1,0,1,163,0
13031,0.0575,658,-0.1328,19,825,1,1,0,12357,0
107,0.0754,9,0.878,10,1292,4,0,1,40,0
50,0.0394,2,-0.2723,9,438,0,0,0,30,0
5054,0.0413,166,0.0294,10,1391,2,1,1,1486,0
2803,0.0649,129,0.2958,9,2075,1,1,0,4851,0
254,0.0531,15,0.2626,19,1007,2,0,0,317,0
306,0.0522,18,0.2201,19,385,3,1,0,1384,1
315,0.0541,23,0.7424,19,1714,7,1,0,624,1
2206,0.038,43,-0.2014,23,1077,5,1,0,1679,0
585,0.0375,29,0.5728,19,1234,2,1,0,604,0
4399,0.057,255,0.496,19,3087,0,1,0,6191,0
50,0.0458,2,0.4103,11,1352,2,1,1,46,0
386,0.0586,13,0.207,18,3210,1,0,0,548,0
238,0.067,14,0.7785,20,573,2,0,0,189,0
1139,0.0373,30,0.4837,9,432,4,1,0,766,0
686,0.0446,23,-0.3256,10,2098,1,1,0,1871,1
7601,0.0564,430,0.6901,19,248,4,1,0,7637,0
63,0.0687,5,0.5942,9,4395,3,1,0,122,1
1962,0.0435,106,-0.1236,9,2445,3,1,0,3079,0
4939,0.058,312,0.4447,8,726,0,1,0,7546,0
51121,0.0487,2587,0.3787,17,2211,0,0,0,50504,0
759,0.0562,39,0.4276,23,1289,1,0,0,445,0
3242,0.0387,184,0.1441,20,183,6,1,0,1943,0
70,0.0588,4,0.5257,18,294,0,1,0,188,1
50,0.0671,2,0.1573,16,885,3,1,0,72,0
8271,0.042,253,-0.2495,18,780,2,0,0,6250,0
1790,0.0594,118,0.2532,17,2460,2,1,0,2666,0
15082,0.0262,404,0.3832,16,899,1,1,0,17475,0
152,0.0449,3,0.154,17,187,2,0,1,10,0
4609,0.0481,294,-0.1688,18,385,2,0,0,2963,0
52254,0.0316,1990,0.0003,20,1398,2,1,0,113514,1
3848,0.0407,181,-0.5186,19,107,0,0,0,4398,0
2974,0.0303,51,0.8219,19,162,0,0,0,4513,0
1836,0.0501,79,0.1645,18,458,1,1,1,552,0
106,0.0608,9,0.6137,21,1680,2,1,0,477,1
20744,0.0468,1322,0.1319,11,535,0,0,0,12068,0
602,0.0551,26,0.271,15,1054,1,0,0,397,0
4483,0.045,132,0.2111,8,668,2,1,0,3750,0
108,0.073,7,0.2298,7,577,5,1,0,195,0
216,0.0454,8,-0.0029,17,345,4,1,1,34,0
23936,0.045,1274,0.0834,16,1540,2,0,0,13199,0
967,0.0358,50,0.2675,10,189,3,1,1,696,0
24733,0.0312,664,0.6662,19,526,2,1,0,21977,0
1570,0.0384,33,0.7846,8,2092,3,1,1,548,0
65,0.0711,6,-0.2077,20,309,1,0,1,16,0
9006,0.0429,207,0.1949,21,140,2,0,0,7872,0
625,0.0541,49,0.5515,18,80,0,1,0,1214,1
6359,0.0339,251,0.3363,21,1295,2,1,0,4828,0
1891,0.0468,127,-0.1156,17,1385,0,1,1,129,0
112,0.0535,4,0.2692,8,471,3,1,1,49,0
2430,0.0527,69,0.4034,6,186,3,0,0,1865,0
94202,0.0243,2259,0.0202,12,574,2,0,0,48679,0
4391,0.0597,249,0.1742,10,2160,5,1,0,2350,0
1630,0.0337,45,0.7897,16,186,5,0,0,1201,0
12526,0.0342,624,0.4001,11,1916,3,0,0,27830,1
2641,0.0653,227,0.6108,19,122,2,1,0,10737,1
2636,0.0441,135,0.3993,11,213,3,0,1,686,0
253,0.0447,7,0.0522,8,741,2,0,0,231,0
2754,0.0505,171,-0.0114,9,1715,1,1,0,3108,0
11658,0.0378,540,0.6186,12,2897,3,0,0,5829,0
401,0.0477,17,0.3764,9,1793,1,1,0,1726,1
23484,0.0288,963,0.5827,11,3140,3,0,0,28018,0
1532,0.0783,80,0.0141,19,797,2,1,0,1019,0
365,0.0539,15,-0.0698,9,357,3,0,0,983,1
10891,0.0236,144,0.437,19,2173,2,1,0,25797,1
1078,0.067,93,0.7031,17,2600,2,1,1,678,0
7094,0.0506,402,0.1927,18,1687,2,0,0,4878,0
1069,0.0444,38,0.6089,19,1227,6,0,0,1236,0
1623,0.0411,44,-0.0262,11,2675,3,1,0,1394,0
4395,0.0532,126,0.2593,8,936,4,1,1,823,0
3052,0.0454,92,0.5608,18,651,2,1,0,3074,0
50,0.045,2,0.6379,15,1374,2,1,0,49,0
240,0.0759,13,0.6625,12,1072,1,0,0,113,0
9632,0.039,284,0.5532,17,1612,0,1,1,1460,0
1425,0.0659,129,0.4317,19,582,3,1,0,3418,1
704,0.0666,47,0.7654,21,1651,0,0,0,1159,0
156,0.0498,9,-0.0084,19,1568,2,0,0,172,0
258,0.0681,9,0.009,9,823,6,0,1,38,0
50,0.0578,2,0.2958,19,314,4,1,0,52,0
1506,0.0321,47,-0.2246,9,2299,3,0,1,609,0
615,0.0501,21,0.4264,14,198,2,0,0,352,0
317,0.0609,11,0.0526,16,255,6,1,0,160,0
1599,0.0459,100,0.3695,6,786,4,0,0,411,0
3481,0.0443,222,-0.4836,19,54,5,0,1,669,0
78257,0.0464,2100,0.7051,23,3111,1,1,0,55146,0
118,0.0619,6,0.1391,19,674,1,1,1,65,0
14572,0.0332,705,0.6462,21,3101,2,0,0,8757,0
10421,0.05,303,0.013,21,4040,2,1,1,10750,0
444,0.0576,29,-0.3641,19,569,2,1,0,541,0
2606,0.0233,89,-0.0677,19,2562,1,0,0,2161,0
793,0.0576,67,0.1864,10,230,1,1,0,593,0
2525,0.0526,128,0.6229,9,1025,3,0,1,758,0
27349,0.0393,712,0.0254,12,414,3,0,1,8352,0
5378,0.0546,205,0.2416,11,1334,2,1,0,12523,1
4516,0.0396,248,0.2903,8,1607,1,1,0,2843,0
833,0.0565,66,0.5022,13,566,3,1,0,1303,0
125,0.045,6,-0.0795,8,1146,1,1,0,34,0
1242,0.0556,87,0.3189,15,1710,0,1,0,846,0
15865,0.0608,1196,0.6717,11,802,2,0,0,30046,1
115,0.051,6,0.0146,20,5000,2,0,0,158,0
270,0.05,17,0.2619,20,579,3,1,1,107,0
2269,0.042,112,-0.1811,19,3483,2,1,0,4306,1
307,0.0584,18,0.4415,10,2090,2,0,1,137,0
434,0.0451,14,0.0621,19,103,3,0,0,533,0
843,0.0573,60,-0.0149,12,2960,2,1,1,89,0
154,0.0683,10,0.5439,9,1946,2,1,0,694,1
313,0.0623,15,0.6822,8,745,0,0,0,191,0
6413,0.0273,227,0.7543,10,961,1,1,0,6524,0
171,0.0694,14,0.3452,17,1088,1,1,0,173,0
101,0.0709,10,0.4681,18,2631,0,1,1,103,0
581,0.0628,24,-0.0695,11,440,4,1,1,92,0
6751,0.0485,375,0.5262,18,3248,1,1,1,5008,0
1268,0.0536,50,0.6881,8,224,3,0,0,1247,0
783,0.0637,69,0.176,20,114,2,0,0,541,0
1958,0.0689,80,0.089,22,1204,2,1,0,1205,0
78,0.053,4,-0.4035,6,2342,4,1,1,10,0
4404,0.0572,325,0.5056,11,555,1,1,0,8882,1
